"","armortype","ENPC","SD","Run","flexible","Delay","Scenario","group","bin","M","EE","uncert","designcost","armor2per","armor3per","LSCOOption","CRLCOOption","MESCDOption","TotalProb","Armor","TENPC","select"
"277",4,5.64631373306073,1.88483979082763,47,0,0,"Uncertainty",188,47,10000,0.25,1,1,0.4,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"278",3,5.55662326571018,2.73508828109202,168,1,0,"Flexibility",671,47,10000,0.25,1,1,0.4,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5556.62326571018,"min"
"279",3,5.61402591746894,2.80252114093779,289,1,3,"3 Month",187,47,10000,0.25,1,1,0.4,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5614.02591746894,"min"
"280",4,5.64631373306073,1.88483979082763,410,1,6,"6 Month",672,47,10000,0.25,1,1,0.4,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"281",4,5.64631373306073,1.88483979082763,531,1,9,"9 Month",188,47,10000,0.25,1,1,0.4,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"282",4,5.64631373306073,1.88483979082763,652,1,12,"12 Month",672,47,10000,0.25,1,1,0.4,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"283",4,5.64631373306073,1.88483979082763,48,0,0,"Uncertainty",192,48,10000,0.25,1,1,0.4,0.3,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"284",3,5.57457531641105,2.72622473193562,169,1,0,"Flexibility",675,48,10000,0.25,1,1,0.4,0.3,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5574.57531641105,"min"
"285",3,5.63215749276282,2.79356565972236,290,1,3,"3 Month",191,48,10000,0.25,1,1,0.4,0.3,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5632.15749276282,"min"
"286",4,5.64631373306073,1.88483979082763,411,1,6,"6 Month",676,48,10000,0.25,1,1,0.4,0.3,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"287",4,5.64631373306073,1.88483979082763,532,1,9,"9 Month",192,48,10000,0.25,1,1,0.4,0.3,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"288",4,5.64631373306073,1.88483979082763,653,1,12,"12 Month",676,48,10000,0.25,1,1,0.4,0.3,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"289",4,5.64631373306073,1.88483979082763,49,0,0,"Uncertainty",196,49,10000,0.25,1,1,0.4,0.4,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"290",3,5.59252736711192,2.71752946665587,170,1,0,"Flexibility",679,49,10000,0.25,1,1,0.4,0.4,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5592.52736711192,"min"
"291",2,5.64169440745073,3.1358485390698,291,1,3,"3 Month",194,49,10000,0.25,1,1,0.4,0.4,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5641.69440745073,"min"
"292",4,5.64631373306073,1.88483979082763,412,1,6,"6 Month",680,49,10000,0.25,1,1,0.4,0.4,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"293",4,5.64631373306073,1.88483979082763,533,1,9,"9 Month",196,49,10000,0.25,1,1,0.4,0.4,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"294",4,5.64631373306073,1.88483979082763,654,1,12,"12 Month",680,49,10000,0.25,1,1,0.4,0.4,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"295",4,5.64631373306073,1.88483979082763,50,0,0,"Uncertainty",200,50,10000,0.25,1,1,0.4,0.5,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"296",3,5.61047941781279,2.70900410570778,171,1,0,"Flexibility",683,50,10000,0.25,1,1,0.4,0.5,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5610.47941781279,"min"
"297",2,5.64169440745073,3.1358485390698,292,1,3,"3 Month",198,50,10000,0.25,1,1,0.4,0.5,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5641.69440745073,"min"
"298",4,5.64631373306073,1.88483979082763,413,1,6,"6 Month",684,50,10000,0.25,1,1,0.4,0.5,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"299",4,5.64631373306073,1.88483979082763,534,1,9,"9 Month",200,50,10000,0.25,1,1,0.4,0.5,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"300",4,5.64631373306073,1.88483979082763,655,1,12,"12 Month",684,50,10000,0.25,1,1,0.4,0.5,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"301",4,5.64631373306073,1.88483979082763,51,0,0,"Uncertainty",204,51,10000,0.25,1,1,0.4,0.6,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"302",2,5.62630386101283,3.11387002525955,172,1,0,"Flexibility",686,51,10000,0.25,1,1,0.4,0.6,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5626.30386101283,"min"
"303",2,5.64169440745073,3.1358485390698,293,1,3,"3 Month",202,51,10000,0.25,1,1,0.4,0.6,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5641.69440745073,"min"
"304",4,5.64631373306073,1.88483979082763,414,1,6,"6 Month",688,51,10000,0.25,1,1,0.4,0.6,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"305",4,5.64631373306073,1.88483979082763,535,1,9,"9 Month",204,51,10000,0.25,1,1,0.4,0.6,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"306",4,5.64631373306073,1.88483979082763,656,1,12,"12 Month",688,51,10000,0.25,1,1,0.4,0.6,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"307",4,5.64631373306073,1.88483979082763,52,0,0,"Uncertainty",208,52,10000,0.25,1,1,0.4,0.7,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"308",2,5.62630386101283,3.11387002525955,173,1,0,"Flexibility",690,52,10000,0.25,1,1,0.4,0.7,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5626.30386101283,"min"
"309",2,5.64169440745073,3.1358485390698,294,1,3,"3 Month",206,52,10000,0.25,1,1,0.4,0.7,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5641.69440745073,"min"
"310",4,5.64631373306073,1.88483979082763,415,1,6,"6 Month",692,52,10000,0.25,1,1,0.4,0.7,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"311",4,5.64631373306073,1.88483979082763,536,1,9,"9 Month",208,52,10000,0.25,1,1,0.4,0.7,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"312",4,5.64631373306073,1.88483979082763,657,1,12,"12 Month",692,52,10000,0.25,1,1,0.4,0.7,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"313",4,5.64631373306073,1.88483979082763,53,0,0,"Uncertainty",212,53,10000,0.25,1,1,0.4,0.8,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"314",2,5.62630386101283,3.11387002525955,174,1,0,"Flexibility",694,53,10000,0.25,1,1,0.4,0.8,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5626.30386101283,"min"
"315",2,5.64169440745073,3.1358485390698,295,1,3,"3 Month",210,53,10000,0.25,1,1,0.4,0.8,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5641.69440745073,"min"
"316",4,5.64631373306073,1.88483979082763,416,1,6,"6 Month",696,53,10000,0.25,1,1,0.4,0.8,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"317",4,5.64631373306073,1.88483979082763,537,1,9,"9 Month",212,53,10000,0.25,1,1,0.4,0.8,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"318",4,5.64631373306073,1.88483979082763,658,1,12,"12 Month",696,53,10000,0.25,1,1,0.4,0.8,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"319",4,5.64631373306073,1.88483979082763,54,0,0,"Uncertainty",216,54,10000,0.25,1,1,0.4,0.9,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"320",2,5.62630386101283,3.11387002525955,175,1,0,"Flexibility",698,54,10000,0.25,1,1,0.4,0.9,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5626.30386101283,"min"
"321",2,5.64169440745073,3.1358485390698,296,1,3,"3 Month",214,54,10000,0.25,1,1,0.4,0.9,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5641.69440745073,"min"
"322",4,5.64631373306073,1.88483979082763,417,1,6,"6 Month",700,54,10000,0.25,1,1,0.4,0.9,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"323",4,5.64631373306073,1.88483979082763,538,1,9,"9 Month",216,54,10000,0.25,1,1,0.4,0.9,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"324",4,5.64631373306073,1.88483979082763,659,1,12,"12 Month",700,54,10000,0.25,1,1,0.4,0.9,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"325",4,5.64631373306073,1.88483979082763,55,0,0,"Uncertainty",220,55,10000,0.25,1,1,0.4,1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"326",2,5.62630386101283,3.11387002525955,176,1,0,"Flexibility",702,55,10000,0.25,1,1,0.4,1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5626.30386101283,"min"
"327",2,5.64169440745073,3.1358485390698,297,1,3,"3 Month",218,55,10000,0.25,1,1,0.4,1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5641.69440745073,"min"
"328",4,5.64631373306073,1.88483979082763,418,1,6,"6 Month",704,55,10000,0.25,1,1,0.4,1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"329",4,5.64631373306073,1.88483979082763,539,1,9,"9 Month",220,55,10000,0.25,1,1,0.4,1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"330",4,5.64631373306073,1.88483979082763,660,1,12,"12 Month",704,55,10000,0.25,1,1,0.4,1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"331",4,5.64631373306073,1.88483979082763,56,0,0,"Uncertainty",224,56,10000,0.25,1,1,0.5,0,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"332",3,5.52071916430844,2.75331369925173,177,1,0,"Flexibility",707,56,10000,0.25,1,1,0.5,0,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5520.71916430844,"min"
"333",3,5.57776276688119,2.82091109465329,298,1,3,"3 Month",223,56,10000,0.25,1,1,0.5,0,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5577.76276688119,"min"
"334",3,5.64118879050263,2.90859720205247,419,1,6,"6 Month",707,56,10000,0.25,1,1,0.5,0,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5641.18879050263,"min"
"335",4,5.64631373306073,1.88483979082763,540,1,9,"9 Month",224,56,10000,0.25,1,1,0.5,0,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"336",4,5.64631373306073,1.88483979082763,661,1,12,"12 Month",708,56,10000,0.25,1,1,0.5,0,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"337",4,5.64631373306073,1.88483979082763,57,0,0,"Uncertainty",228,57,10000,0.25,1,1,0.5,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"338",3,5.53867121500931,2.74411848344624,178,1,0,"Flexibility",711,57,10000,0.25,1,1,0.5,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5538.67121500931,"min"
"339",3,5.59589434217507,2.81163680353457,299,1,3,"3 Month",227,57,10000,0.25,1,1,0.5,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5595.89434217507,"min"
"340",4,5.64631373306073,1.88483979082763,420,1,6,"6 Month",712,57,10000,0.25,1,1,0.5,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"341",4,5.64631373306073,1.88483979082763,541,1,9,"9 Month",228,57,10000,0.25,1,1,0.5,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"342",4,5.64631373306073,1.88483979082763,662,1,12,"12 Month",712,57,10000,0.25,1,1,0.5,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"343",4,5.64631373306073,1.88483979082763,58,0,0,"Uncertainty",232,58,10000,0.25,1,1,0.5,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"344",3,5.55662326571018,2.73508828109202,179,1,0,"Flexibility",715,58,10000,0.25,1,1,0.5,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5556.62326571018,"min"
"345",3,5.61402591746894,2.80252114093779,300,1,3,"3 Month",231,58,10000,0.25,1,1,0.5,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5614.02591746894,"min"
"346",4,5.64631373306073,1.88483979082763,421,1,6,"6 Month",716,58,10000,0.25,1,1,0.5,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"347",4,5.64631373306073,1.88483979082763,542,1,9,"9 Month",232,58,10000,0.25,1,1,0.5,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"348",4,5.64631373306073,1.88483979082763,663,1,12,"12 Month",716,58,10000,0.25,1,1,0.5,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"349",4,5.64631373306073,1.88483979082763,59,0,0,"Uncertainty",236,59,10000,0.25,1,1,0.5,0.3,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"350",3,5.57457531641105,2.72622473193562,180,1,0,"Flexibility",719,59,10000,0.25,1,1,0.5,0.3,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5574.57531641105,"min"
"351",3,5.63215749276282,2.79356565972236,301,1,3,"3 Month",235,59,10000,0.25,1,1,0.5,0.3,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5632.15749276282,"min"
"352",4,5.64631373306073,1.88483979082763,422,1,6,"6 Month",720,59,10000,0.25,1,1,0.5,0.3,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"353",4,5.64631373306073,1.88483979082763,543,1,9,"9 Month",236,59,10000,0.25,1,1,0.5,0.3,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"354",4,5.64631373306073,1.88483979082763,664,1,12,"12 Month",720,59,10000,0.25,1,1,0.5,0.3,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"355",4,5.64631373306073,1.88483979082763,60,0,0,"Uncertainty",240,60,10000,0.25,1,1,0.5,0.4,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"356",3,5.59252736711192,2.71752946665587,181,1,0,"Flexibility",723,60,10000,0.25,1,1,0.5,0.4,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5592.52736711192,"min"
"357",2,5.64534119716247,3.1341307446465,302,1,3,"3 Month",238,60,10000,0.25,1,1,0.5,0.4,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5645.34119716247,"min"
"358",4,5.64631373306073,1.88483979082763,423,1,6,"6 Month",724,60,10000,0.25,1,1,0.5,0.4,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"359",4,5.64631373306073,1.88483979082763,544,1,9,"9 Month",240,60,10000,0.25,1,1,0.5,0.4,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"360",4,5.64631373306073,1.88483979082763,665,1,12,"12 Month",724,60,10000,0.25,1,1,0.5,0.4,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"361",4,5.64631373306073,1.88483979082763,61,0,0,"Uncertainty",244,61,10000,0.25,1,1,0.5,0.5,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"362",3,5.61047941781279,2.70900410570778,182,1,0,"Flexibility",727,61,10000,0.25,1,1,0.5,0.5,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5610.47941781279,"min"
"363",2,5.64534119716247,3.1341307446465,303,1,3,"3 Month",242,61,10000,0.25,1,1,0.5,0.5,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5645.34119716247,"min"
"364",4,5.64631373306073,1.88483979082763,424,1,6,"6 Month",728,61,10000,0.25,1,1,0.5,0.5,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"365",4,5.64631373306073,1.88483979082763,545,1,9,"9 Month",244,61,10000,0.25,1,1,0.5,0.5,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"366",4,5.64631373306073,1.88483979082763,666,1,12,"12 Month",728,61,10000,0.25,1,1,0.5,0.5,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"367",4,5.64631373306073,1.88483979082763,62,0,0,"Uncertainty",248,62,10000,0.25,1,1,0.5,0.6,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"368",3,5.62843146851366,2.70065025814429,183,1,0,"Flexibility",731,62,10000,0.25,1,1,0.5,0.6,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5628.43146851366,"min"
"369",2,5.64534119716247,3.1341307446465,304,1,3,"3 Month",246,62,10000,0.25,1,1,0.5,0.6,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5645.34119716247,"min"
"370",4,5.64631373306073,1.88483979082763,425,1,6,"6 Month",732,62,10000,0.25,1,1,0.5,0.6,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"371",4,5.64631373306073,1.88483979082763,546,1,9,"9 Month",248,62,10000,0.25,1,1,0.5,0.6,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"372",4,5.64631373306073,1.88483979082763,667,1,12,"12 Month",732,62,10000,0.25,1,1,0.5,0.6,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"373",4,5.64631373306073,1.88483979082763,63,0,0,"Uncertainty",252,63,10000,0.25,1,1,0.5,0.7,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"374",2,5.62991564877761,3.11214859254633,184,1,0,"Flexibility",734,63,10000,0.25,1,1,0.5,0.7,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5629.91564877761,"min"
"375",2,5.64534119716247,3.1341307446465,305,1,3,"3 Month",250,63,10000,0.25,1,1,0.5,0.7,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5645.34119716247,"min"
"376",4,5.64631373306073,1.88483979082763,426,1,6,"6 Month",736,63,10000,0.25,1,1,0.5,0.7,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"377",4,5.64631373306073,1.88483979082763,547,1,9,"9 Month",252,63,10000,0.25,1,1,0.5,0.7,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"378",4,5.64631373306073,1.88483979082763,668,1,12,"12 Month",736,63,10000,0.25,1,1,0.5,0.7,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"379",4,5.64631373306073,1.88483979082763,64,0,0,"Uncertainty",256,64,10000,0.25,1,1,0.5,0.8,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"380",2,5.62991564877761,3.11214859254633,185,1,0,"Flexibility",738,64,10000,0.25,1,1,0.5,0.8,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5629.91564877761,"min"
"381",2,5.64534119716247,3.1341307446465,306,1,3,"3 Month",254,64,10000,0.25,1,1,0.5,0.8,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5645.34119716247,"min"
"382",4,5.64631373306073,1.88483979082763,427,1,6,"6 Month",740,64,10000,0.25,1,1,0.5,0.8,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"383",4,5.64631373306073,1.88483979082763,548,1,9,"9 Month",256,64,10000,0.25,1,1,0.5,0.8,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"384",4,5.64631373306073,1.88483979082763,669,1,12,"12 Month",740,64,10000,0.25,1,1,0.5,0.8,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"385",4,5.64631373306073,1.88483979082763,65,0,0,"Uncertainty",260,65,10000,0.25,1,1,0.5,0.9,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"386",2,5.62991564877761,3.11214859254633,186,1,0,"Flexibility",742,65,10000,0.25,1,1,0.5,0.9,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5629.91564877761,"min"
"387",2,5.64534119716247,3.1341307446465,307,1,3,"3 Month",258,65,10000,0.25,1,1,0.5,0.9,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5645.34119716247,"min"
"388",4,5.64631373306073,1.88483979082763,428,1,6,"6 Month",744,65,10000,0.25,1,1,0.5,0.9,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"389",4,5.64631373306073,1.88483979082763,549,1,9,"9 Month",260,65,10000,0.25,1,1,0.5,0.9,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"390",4,5.64631373306073,1.88483979082763,670,1,12,"12 Month",744,65,10000,0.25,1,1,0.5,0.9,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"391",4,5.64631373306073,1.88483979082763,66,0,0,"Uncertainty",264,66,10000,0.25,1,1,0.5,1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"392",2,5.62991564877761,3.11214859254633,187,1,0,"Flexibility",746,66,10000,0.25,1,1,0.5,1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5629.91564877761,"min"
"393",2,5.64534119716247,3.1341307446465,308,1,3,"3 Month",262,66,10000,0.25,1,1,0.5,1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5645.34119716247,"min"
"394",4,5.64631373306073,1.88483979082763,429,1,6,"6 Month",748,66,10000,0.25,1,1,0.5,1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"395",4,5.64631373306073,1.88483979082763,550,1,9,"9 Month",264,66,10000,0.25,1,1,0.5,1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"396",4,5.64631373306073,1.88483979082763,671,1,12,"12 Month",748,66,10000,0.25,1,1,0.5,1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"397",4,5.64631373306073,1.88483979082763,67,0,0,"Uncertainty",268,67,10000,0.25,1,1,0.6,0,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"398",3,5.52071916430844,2.75331369925173,188,1,0,"Flexibility",751,67,10000,0.25,1,1,0.6,0,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5520.71916430844,"min"
"399",3,5.57776276688119,2.82091109465329,309,1,3,"3 Month",267,67,10000,0.25,1,1,0.6,0,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5577.76276688119,"min"
"400",3,5.64118879050263,2.90859720205247,430,1,6,"6 Month",751,67,10000,0.25,1,1,0.6,0,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5641.18879050263,"min"
"401",4,5.64631373306073,1.88483979082763,551,1,9,"9 Month",268,67,10000,0.25,1,1,0.6,0,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"402",4,5.64631373306073,1.88483979082763,672,1,12,"12 Month",752,67,10000,0.25,1,1,0.6,0,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"403",4,5.64631373306073,1.88483979082763,68,0,0,"Uncertainty",272,68,10000,0.25,1,1,0.6,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"404",3,5.53867121500931,2.74411848344624,189,1,0,"Flexibility",755,68,10000,0.25,1,1,0.6,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5538.67121500931,"min"
"405",3,5.59589434217507,2.81163680353457,310,1,3,"3 Month",271,68,10000,0.25,1,1,0.6,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5595.89434217507,"min"
"406",4,5.64631373306073,1.88483979082763,431,1,6,"6 Month",756,68,10000,0.25,1,1,0.6,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"407",4,5.64631373306073,1.88483979082763,552,1,9,"9 Month",272,68,10000,0.25,1,1,0.6,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"408",4,5.64631373306073,1.88483979082763,673,1,12,"12 Month",756,68,10000,0.25,1,1,0.6,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"409",4,5.64631373306073,1.88483979082763,69,0,0,"Uncertainty",276,69,10000,0.25,1,1,0.6,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"410",3,5.55662326571018,2.73508828109202,190,1,0,"Flexibility",759,69,10000,0.25,1,1,0.6,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5556.62326571018,"min"
"411",3,5.61402591746894,2.80252114093779,311,1,3,"3 Month",275,69,10000,0.25,1,1,0.6,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5614.02591746894,"min"
"412",4,5.64631373306073,1.88483979082763,432,1,6,"6 Month",760,69,10000,0.25,1,1,0.6,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"413",4,5.64631373306073,1.88483979082763,553,1,9,"9 Month",276,69,10000,0.25,1,1,0.6,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"414",4,5.64631373306073,1.88483979082763,674,1,12,"12 Month",760,69,10000,0.25,1,1,0.6,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"415",4,5.64631373306073,1.88483979082763,70,0,0,"Uncertainty",280,70,10000,0.25,1,1,0.6,0.3,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
