"","armortype","ENPC","SD","Run","flexible","Delay","Scenario","group","bin","M","EE","uncert","designcost","armor2per","armor3per","LSCOOption","CRLCOOption","MESCDOption","TotalProb","Armor","LSCOOptionText","CRLCOOptionText","MESCDOptionText","TENPC"
"274",2,4.83749881825435,2.01732968710714,69,1,0,"Flexibility",26,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4837.49881825435
"275",3,4.98799499002193,1.79701470107312,69,1,0,"Flexibility",27,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4987.99499002193
"276",4,5.32562086952737,1.27580893462146,69,1,0,"Flexibility",28,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5325.62086952737
"277",1,5.0335496146828,2.30391074290084,70,1,0,"Flexibility",29,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5033.5496146828
"278",2,4.96322057872011,2.13146164495863,70,1,0,"Flexibility",30,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4963.22057872011
"279",3,5.11141059899399,1.91145183931707,70,1,0,"Flexibility",31,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5111.41059899399
"280",4,5.37347069016387,1.3583333845279,70,1,0,"Flexibility",32,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5373.47069016387
"281",1,5.18188214796971,2.4288322646223,71,1,0,"Flexibility",33,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5181.88214796971
"282",2,5.08879227636479,2.2255617392894,71,1,0,"Flexibility",34,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5088.79227636479
"283",3,5.23674313544132,2.02616403339609,71,1,0,"Flexibility",35,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5236.74313544132
"284",4,5.4319835429333,1.45828002164082,71,1,0,"Flexibility",36,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5431.9835429333
"285",1,5.32107602986793,2.52483226540547,72,1,0,"Flexibility",37,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5321.07602986793
"286",2,5.24188577373773,2.36142284310704,72,1,0,"Flexibility",38,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5241.88577373773
"287",3,5.35107584358614,2.09520589411643,72,1,0,"Flexibility",39,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5351.07584358614
"288",4,5.47439429233993,1.51680191811692,72,1,0,"Flexibility",40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5474.39429233993
"289",1,5.47670043377943,2.6361471986381,73,1,0,"Flexibility",41,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5476.70043377943
"290",2,5.36547346569221,2.44596607593892,73,1,0,"Flexibility",42,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5365.47346569221
"291",3,5.46853348001703,2.16247367908986,73,1,0,"Flexibility",43,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5468.53348001703
"292",4,5.52605928392331,1.58717712917794,73,1,0,"Flexibility",44,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5526.05928392331
"293",1,4.36419320926274,1.81358316039957,74,1,0,"Flexibility",45,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4364.19320926274
"294",2,4.36756654935739,1.66166839939525,74,1,0,"Flexibility",46,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4367.56654935739
"295",3,4.52356126427722,1.40031728607669,74,1,0,"Flexibility",47,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4523.56126427722
"296",4,5.13539235939465,0.924565978971908,74,1,0,"Flexibility",48,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5135.39235939465
"297",1,4.52898623337935,2.05883264570437,75,1,0,"Flexibility",49,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4528.98623337935
"298",2,4.49430356978501,1.83887952633545,75,1,0,"Flexibility",50,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4494.30356978501
"299",3,4.6311577809457,1.54843826202651,75,1,0,"Flexibility",51,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4631.1577809457
"300",4,5.19024431726765,1.06813905849118,75,1,0,"Flexibility",52,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5190.24431726765
"301",1,4.68531437583934,2.23925171381006,76,1,0,"Flexibility",53,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4685.31437583934
"302",2,4.63592207400428,2.01866619589527,76,1,0,"Flexibility",54,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4635.92207400428
"303",3,4.76640308722668,1.7401130538228,76,1,0,"Flexibility",55,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4766.40308722667
"304",4,5.2516911961807,1.20060938302829,76,1,0,"Flexibility",56,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5251.6911961807
"305",1,4.83492356461074,2.37537492857962,77,1,0,"Flexibility",57,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4834.92356461074
"306",2,4.77047787641704,2.1491336659034,77,1,0,"Flexibility",58,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4770.47787641704
"307",3,4.88274298469865,1.86513832427274,77,1,0,"Flexibility",59,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4882.74298469865
"308",4,5.29978337244397,1.29508736895245,77,1,0,"Flexibility",60,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5299.78337244397
"309",1,4.96502753240132,2.48938947140475,78,1,0,"Flexibility",61,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4965.02753240132
"310",2,4.90614158304893,2.27639402615987,78,1,0,"Flexibility",62,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4906.14158304893
"311",3,5.00814662542947,1.99527690339951,78,1,0,"Flexibility",63,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5008.14662542947
"312",4,5.35611201174832,1.39117959138585,78,1,0,"Flexibility",64,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5356.11201174832
"313",1,5.10222994989221,2.59552475121601,79,1,0,"Flexibility",65,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5102.22994989221
"314",2,5.04492285186983,2.40335937066988,79,1,0,"Flexibility",66,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5044.92285186983
"315",3,5.14053371739703,2.10148538532352,79,1,0,"Flexibility",67,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5140.53371739703
"316",4,5.40870528268791,1.47142163531225,79,1,0,"Flexibility",68,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5408.70528268791
"317",1,5.25883740831611,2.70973135999363,80,1,0,"Flexibility",69,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5258.83740831611
"318",2,5.17064461233559,2.48947490379619,80,1,0,"Flexibility",70,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5170.64461233559
"319",3,5.26394932636909,2.19156839672271,80,1,0,"Flexibility",71,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5263.94932636909
"320",4,5.45655510332442,1.54094478518822,80,1,0,"Flexibility",72,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5456.55510332442
"321",1,5.40716994160302,2.80482152717074,81,1,0,"Flexibility",73,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5407.16994160302
"322",2,5.29621630998028,2.56034826189408,81,1,0,"Flexibility",74,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5296.21630998028
"323",3,5.38928186281642,2.28394935112419,81,1,0,"Flexibility",75,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5389.28186281642
"324",4,5.51506795609384,1.62674456646517,81,1,0,"Flexibility",76,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5515.06795609384
"325",1,5.54636382350124,2.87747319024878,82,1,0,"Flexibility",77,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5546.36382350124
"326",2,5.44930980735321,2.66740681516014,82,1,0,"Flexibility",78,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5449.30980735321
"327",3,5.50361457096124,2.33796660947825,82,1,0,"Flexibility",79,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5503.61457096124
"328",4,5.55747870550048,1.67730655294531,82,1,0,"Flexibility",80,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5557.47870550048
"329",1,5.70198822741274,2.96381822572069,83,1,0,"Flexibility",81,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5701.98822741274
"330",2,5.57289749930769,2.73316960242021,83,1,0,"Flexibility",82,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5572.89749930769
"331",3,5.62107220739213,2.39095279764409,83,1,0,"Flexibility",83,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5621.07220739213
"332",4,5.60914369708386,1.73873933742974,83,1,0,"Flexibility",84,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5609.14369708386
"333",1,4.74079484425767,2.46762369183383,84,1,0,"Flexibility",85,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4740.79484425767
"334",2,4.7074024071648,2.30425294195491,84,1,0,"Flexibility",86,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4707.4024071648
"335",3,4.77347065584172,1.89801042565985,84,1,0,"Flexibility",87,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4773.47065584172
"336",4,5.27659960387045,1.31347259581572,84,1,0,"Flexibility",88,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5276.59960387045
"337",1,4.89712298671766,2.60737284309299,85,1,0,"Flexibility",89,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4897.12298671766
"338",2,4.84902091138407,2.43777632383107,85,1,0,"Flexibility",90,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4849.02091138407
"339",3,4.90871596212269,2.04799360794161,85,1,0,"Flexibility",91,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4908.71596212269
"340",4,5.3380464827835,1.41955574573977,85,1,0,"Flexibility",92,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5338.0464827835
"341",1,5.04673217548906,2.71351572488342,86,1,0,"Flexibility",93,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5046.73217548906
"342",2,4.98357671379683,2.53557934268973,86,1,0,"Flexibility",94,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4983.57671379683
"343",3,5.02505585959467,2.14753549552597,86,1,0,"Flexibility",95,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5025.05585959467
"344",4,5.38613865904676,1.49753799946824,86,1,0,"Flexibility",96,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5386.13865904676
"345",1,5.17683614327964,2.80405094191472,87,1,0,"Flexibility",97,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5176.83614327964
"346",2,5.11924042042872,2.63334986521762,87,1,0,"Flexibility",98,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5119.24042042872
"347",3,5.15045950032548,2.25357515565253,87,1,0,"Flexibility",99,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5150.45950032548
"348",4,5.44246729835112,1.57829651763705,87,1,0,"Flexibility",100,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5442.46729835112
"349",1,5.31403856077053,2.88864386158274,88,1,0,"Flexibility",101,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5314.03856077053
"350",2,5.25802168924961,2.73304662334982,88,1,0,"Flexibility",102,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5258.02168924961
"351",3,5.28284659229304,2.34009131058932,88,1,0,"Flexibility",103,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5282.84659229305
"352",4,5.49506056929071,1.64670475452018,88,1,0,"Flexibility",104,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5495.06056929071
"353",1,5.47064601919443,2.98057216268059,89,1,0,"Flexibility",105,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5470.64601919443
"354",2,5.38374344971538,2.79951874376678,89,1,0,"Flexibility",106,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5383.74344971538
"355",3,5.40626220126511,2.41404800726146,89,1,0,"Flexibility",107,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5406.26220126511
"356",4,5.54291038992722,1.70669292910083,89,1,0,"Flexibility",108,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5542.91038992722
"357",1,5.61897855248134,3.05701613881879,90,1,0,"Flexibility",109,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5618.97855248134
"358",2,5.50931514736006,2.85336282381537,90,1,0,"Flexibility",110,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5509.31514736006
"359",3,5.53159473771243,2.49106482202838,90,1,0,"Flexibility",111,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5531.59473771243
"360",4,5.60142324269664,1.78170732971122,90,1,0,"Flexibility",112,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5601.42324269664
"361",1,5.91379683829106,3.18396604181226,91,1,0,"Flexibility",113,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5913.79683829106
"362",2,5.78599633668748,2.98974573917808,91,1,0,"Flexibility",114,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5785.99633668748
"363",3,5.76338508228815,2.5767527027209,91,1,0,"Flexibility",115,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5763.38508228815
"364",4,5.69549898368666,1.88019895427258,91,1,0,"Flexibility",116,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5695.49898368666
"365",1,5.13328695256787,2.99120528936816,92,1,0,"Flexibility",117,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5133.28695256787
"366",2,5.05605431927384,2.76905564114754,92,1,0,"Flexibility",118,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5056.05431927384
"367",3,5.0878806570427,2.34781438368129,92,1,0,"Flexibility",119,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5087.8806570427
"368",4,5.43008858381986,1.60987662942555,92,1,0,"Flexibility",120,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5430.08858381986
"369",1,5.28289614133927,3.0726880517835,93,1,0,"Flexibility",121,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5282.89614133927
"370",2,5.1906101216866,2.84576135280122,93,1,0,"Flexibility",122,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5190.6101216866
"371",3,5.20422055451467,2.42655539662738,93,1,0,"Flexibility",123,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5204.22055451467
"372",4,5.47818076008312,1.67640401194846,93,1,0,"Flexibility",124,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5478.18076008312
"373",1,5.41300010912985,3.143165295595,94,1,0,"Flexibility",125,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5413.00010912985
"374",2,5.32627382831849,2.92361884138435,94,1,0,"Flexibility",126,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5326.27382831849
"375",3,5.32962419524549,2.51195602398534,94,1,0,"Flexibility",127,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5329.62419524549
"376",4,5.53450939938748,1.74595532570738,94,1,0,"Flexibility",128,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5534.50939938748
"377",1,5.55020252662074,3.20877527017092,95,1,0,"Flexibility",129,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5550.20252662074
"378",2,5.46505509713939,3.00417858945559,95,1,0,"Flexibility",130,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5465.05509713939
"379",3,5.46201128721305,2.58067946401251,95,1,0,"Flexibility",131,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5462.01128721305
"380",4,5.58710267032707,1.80535151473837,95,1,0,"Flexibility",132,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5587.10267032707
"381",1,5.70680998504464,3.28051951947779,96,1,0,"Flexibility",133,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5706.80998504464
"382",2,5.59077685760515,3.05627026510547,96,1,0,"Flexibility",134,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5590.77685760515
"383",3,5.58542689618511,2.63956039385302,96,1,0,"Flexibility",135,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5585.42689618511
"384",4,5.63495249096357,1.85786141045932,96,1,0,"Flexibility",136,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5634.95249096357
"385",1,5.85514251833155,3.33965222264472,97,1,0,"Flexibility",137,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5855.14251833155
"386",2,5.71634855524983,3.09728298157867,97,1,0,"Flexibility",138,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5716.34855524983
"387",3,5.71075943263244,2.70187720227771,97,1,0,"Flexibility",139,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5710.75943263244
"388",4,5.693465343733,1.92420292742917,97,1,0,"Flexibility",140,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5693.465343733
"389",1,6.14996080414127,3.43603029861235,98,1,0,"Flexibility",141,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6149.96080414127
"390",2,5.99302974457725,3.20553990646375,98,1,0,"Flexibility",142,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5993.02974457725
"391",3,5.94254977720815,2.76610291932858,98,1,0,"Flexibility",143,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5942.54977720815
"392",4,5.78754108472302,2.01144336613133,98,1,0,"Flexibility",144,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5787.54108472302
"393",1,5.52957544212726,3.38175659143347,99,1,0,"Flexibility",145,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5529.57544212726
"394",2,5.41577389509285,3.13151341791,99,1,0,"Flexibility",146,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5415.77389509285
"395",3,5.36910202787432,2.65757897940764,99,1,0,"Flexibility",147,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5369.10202787432
"396",4,5.57679506811725,1.85407094542256,99,1,0,"Flexibility",148,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5576.79506811725
"397",1,5.65967940991784,3.43659126526893,100,1,0,"Flexibility",149,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5659.67940991784
"398",2,5.55143760172474,3.19287746790087,100,1,0,"Flexibility",150,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5551.43760172474
"399",3,5.49450566860514,2.72820827567544,100,1,0,"Flexibility",151,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5494.50566860514
"400",4,5.63312370742161,1.91428783836195,100,1,0,"Flexibility",152,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5633.12370742161
