"","armortype","ENPC","SD","Run","flexible","Delay","Scenario","group","bin","M","EE","uncert","designcost","armor2per","armor3per","LSCOOption","CRLCOOption","MESCDOption","TotalProb","Armor","LSCOOptionText","CRLCOOptionText","MESCDOptionText","TENPC"
"1136",4,5.78754108472302,2.01144336613133,284,1,9,"9 Month Delay",144,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5787.54108472302
"1137",1,5.52957544212726,3.38175659143347,285,1,9,"9 Month Delay",145,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5529.57544212726
"1138",2,5.44678432397792,3.1777127071586,285,1,9,"9 Month Delay",146,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5446.78432397792
"1139",3,5.50374888923276,2.86124033874168,285,1,9,"9 Month Delay",147,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5503.74888923276
"1140",4,5.57679506811725,1.85407094542256,285,1,9,"9 Month Delay",148,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5576.79506811725
"1141",1,5.65967940991784,3.43659126526893,286,1,9,"9 Month Delay",149,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5659.67940991784
"1142",2,5.5847240018751,3.23857643509218,286,1,9,"9 Month Delay",150,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5584.7240018751
"1143",3,5.64582157707292,2.94001822646126,286,1,9,"9 Month Delay",151,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5645.82157707292
"1144",4,5.63312370742161,1.91428783836195,286,1,9,"9 Month Delay",152,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5633.12370742161
"1145",1,5.79688182740873,3.48700636951631,287,1,9,"9 Month Delay",153,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5796.88182740873
"1146",2,5.72776654830582,3.30373138755843,287,1,9,"9 Month Delay",154,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5727.76654830582
"1147",3,5.80053495138262,3.00813121822885,287,1,9,"9 Month Delay",155,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5800.53495138262
"1148",4,5.68571697836119,1.96597509777403,287,1,9,"9 Month Delay",156,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5685.71697836119
"1149",1,5.95348928583263,3.54224669389955,288,1,9,"9 Month Delay",157,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5953.48928583263
"1150",2,5.85893571379937,3.34515092789098,288,1,9,"9 Month Delay",158,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5858.93571379937
"1151",3,5.94319193721212,3.06275640216005,288,1,9,"9 Month Delay",159,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5943.19193721212
"1152",4,5.7335667989977,2.01195793098178,288,1,9,"9 Month Delay",160,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5733.5667989977
"1153",1,6.10182181911954,3.58689166841505,289,1,9,"9 Month Delay",161,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6101.82181911954
"1154",2,5.9891830280742,3.37594281051637,289,1,9,"9 Month Delay",162,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5989.1830280742
"1155",3,6.08167602288754,3.11285013669307,289,1,9,"9 Month Delay",163,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6081.67602288754
"1156",4,5.79207965176712,2.07058953884235,289,1,9,"9 Month Delay",164,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5792.07965176712
"1157",1,6.24101570101776,3.61734959317916,290,1,9,"9 Month Delay",165,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6241.01570101776
"1158",2,6.14691923100109,3.43004597435344,290,1,9,"9 Month Delay",166,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6146.91923100109
"1159",3,6.21224315632436,3.13523783846695,290,1,9,"9 Month Delay",167,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6212.24315632436
"1160",4,5.83449040117376,2.10497067183526,290,1,9,"9 Month Delay",168,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5834.49040117376
"1161",1,6.39664010492926,3.6569595844007,291,1,9,"9 Month Delay",169,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6396.64010492926
"1162",2,6.27318331197982,3.45988391369688,291,1,9,"9 Month Delay",170,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6273.18331197982
"1163",3,6.34722168528815,3.15947994928324,291,1,9,"9 Month Delay",171,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6347.22168528815
"1164",4,5.88615539275714,2.14758754507489,291,1,9,"9 Month Delay",172,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5886.15539275714
"1165",1,5.88594523641353,3.66179535054701,292,1,9,"9 Month Delay",173,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5885.94523641353
"1166",2,5.80605649450504,3.47727270513329,292,1,9,"9 Month Delay",174,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5806.05649450504
"1167",3,5.80269633823983,3.1181252373585,292,1,9,"9 Month Delay",175,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5802.69633823983
"1168",4,5.71816505206752,2.04190190822436,292,1,9,"9 Month Delay",176,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5718.16505206752
"1169",1,6.02314765390442,3.70077078992559,293,1,9,"9 Month Delay",177,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6023.14765390442
"1170",2,5.94909904093576,3.52907395243259,293,1,9,"9 Month Delay",178,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5949.09904093576
"1171",3,5.95740971254954,3.17479214250538,293,1,9,"9 Month Delay",179,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5957.40971254954
"1172",4,5.77075832300711,2.08829534793506,293,1,9,"9 Month Delay",180,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5770.75832300711
"1173",1,6.17975511232832,3.74341097653462,294,1,9,"9 Month Delay",181,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6179.75511232832
"1174",2,6.08026820642932,3.55973128301559,294,1,9,"9 Month Delay",182,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6080.26820642932
"1175",3,6.10006669837903,3.2196530035915,294,1,9,"9 Month Delay",183,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6100.06669837903
"1176",4,5.81860814364361,2.12973116873445,294,1,9,"9 Month Delay",184,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5818.60814364361
"1177",1,6.32808764561524,3.77680738985622,295,1,9,"9 Month Delay",185,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6328.08764561524
"1178",2,6.21051552070415,3.58063964190235,295,1,9,"9 Month Delay",186,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6210.51552070415
"1179",3,6.23855078405446,3.26068566362593,295,1,9,"9 Month Delay",187,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6238.55078405446
"1180",4,5.87712099641304,2.18292651153051,295,1,9,"9 Month Delay",188,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5877.12099641304
"1181",1,6.46728152751345,3.79746025145036,296,1,9,"9 Month Delay",189,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6467.28152751346
"1182",2,6.36825172363104,3.62206770980241,296,1,9,"9 Month Delay",190,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6368.25172363104
"1183",3,6.36911791749128,3.2758177382946,296,1,9,"9 Month Delay",191,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6369.11791749127
"1184",4,5.91953174581967,2.21393644668204,296,1,9,"9 Month Delay",192,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5919.53174581967
"1185",1,6.62290593142496,3.82601720749715,297,1,9,"9 Month Delay",193,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6622.90593142496
"1186",2,6.49451580460977,3.6426717567054,297,1,9,"9 Month Delay",194,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6494.51580460977
"1187",3,6.50409644645506,3.29260161822518,297,1,9,"9 Month Delay",195,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6504.09644645506
"1188",4,5.97119673740306,2.25254458887991,297,1,9,"9 Month Delay",196,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5971.19673740305
"1189",1,6.24207136871638,3.88972656806743,298,1,9,"9 Month Delay",197,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6242.07136871638
"1190",2,6.16639475064179,3.73678926979947,298,1,9,"9 Month Delay",198,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6166.39475064179
"1191",3,6.13174659007575,3.35989494060356,298,1,9,"9 Month Delay",199,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6131.74659007575
"1192",4,5.85346839267181,2.18791821085997,298,1,9,"9 Month Delay",200,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5853.46839267181
"1193",1,6.39867882714028,3.92158348670101,299,1,9,"9 Month Delay",201,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6398.67882714028
"1194",2,6.29756391613534,3.75817870750525,299,1,9,"9 Month Delay",202,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6297.56391613534
"1195",3,6.27440357590525,3.39499758553822,299,1,9,"9 Month Delay",203,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6274.40357590525
"1196",4,5.90131821330832,2.22572401089549,299,1,9,"9 Month Delay",204,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5901.31821330832
"1197",1,6.54701136042719,3.94525181074934,300,1,9,"9 Month Delay",205,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6547.01136042719
"1198",2,6.42781123041017,3.77048943895087,300,1,9,"9 Month Delay",206,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6427.81123041017
"1199",3,6.41288766158067,3.42689707228308,300,1,9,"9 Month Delay",207,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6412.88766158067
"1200",4,5.95983106607774,2.27455061585049,300,1,9,"9 Month Delay",208,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5959.83106607774
"1201",1,6.84182964623691,3.97618499616494,301,1,9,"9 Month Delay",209,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6841.82964623691
"1202",2,6.71181151431579,3.81329666575242,301,1,9,"9 Month Delay",210,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6711.81151431579
"1203",3,6.67843332398128,3.44386119063034,301,1,9,"9 Month Delay",211,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6678.43332398128
"1204",4,6.05390680706776,2.33812016279596,301,1,9,"9 Month Delay",212,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6053.90680706776
"1205",1,6.61861644005453,4.08165187412018,302,1,9,"9 Month Delay",213,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6618.61644005453
"1206",2,6.49502977298275,3.90303242682278,302,1,9,"9 Month Delay",214,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6495.02977298275
"1207",3,6.44682135546477,3.53635680165808,302,1,9,"9 Month Delay",215,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6446.82135546477
"1208",4,5.99005319595279,2.32917159886907,302,1,9,"9 Month Delay",216,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5990.05319595279
"1209",1,6.76694897334144,4.0964402225049,303,1,9,"9 Month Delay",217,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6766.94897334144
"1210",2,6.62527708725758,3.90831186026634,303,1,9,"9 Month Delay",218,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6625.27708725758
"1211",3,6.58530544114019,3.56029147034787,303,1,9,"9 Month Delay",219,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6585.30544114019
"1212",4,6.04856604872221,2.37368661703427,303,1,9,"9 Month Delay",220,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6048.56604872221
"1213",1,7.06176725915116,4.11049407497323,304,1,9,"9 Month Delay",221,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",7061.76725915116
"1214",2,6.9092773711632,3.93539966367996,304,1,9,"9 Month Delay",222,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6909.2773711632
"1215",3,6.8508511035408,3.56379754830422,304,1,9,"9 Month Delay",223,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6850.8511035408
"1216",4,6.14264178971223,2.43123759827729,304,1,9,"9 Month Delay",224,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6142.64178971223
"1217",1,6.99708921300262,4.25636159529942,305,1,9,"9 Month Delay",225,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6997.08921300262
"1218",2,6.84538808118177,4.05024574191797,305,1,9,"9 Month Delay",226,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6845.38808118177
"1219",3,6.75442528112072,3.67155605126584,305,1,9,"9 Month Delay",227,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6754.42528112072
"1220",4,6.13268587022901,2.47101594955008,305,1,9,"9 Month Delay",228,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6132.68587022901
"1221",1,7.13628309490084,4.25285596450711,306,1,9,"9 Month Delay",229,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",7136.28309490084
"1222",2,7.00312428410866,4.06233676774959,306,1,9,"9 Month Delay",230,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",7003.12428410866
"1223",3,6.88499241455754,3.66667543067992,306,1,9,"9 Month Delay",231,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6884.99241455754
"1224",4,6.17509661963564,2.49411040143321,306,1,9,"9 Month Delay",232,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6175.09661963564
"1225",1,7.29190749881234,4.25396760690554,307,1,9,"9 Month Delay",233,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",7291.90749881234
"1226",2,7.12938836508739,4.06102497069643,307,1,9,"9 Month Delay",234,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",7129.38836508739
"1227",3,7.01997094352132,3.66271407381012,307,1,9,"9 Month Delay",235,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",7019.97094352132
"1228",4,6.22676161121903,2.52321601817111,307,1,9,"9 Month Delay",236,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6226.76161121903
"1229",1,7.36195427838624,4.3485217074349,308,1,9,"9 Month Delay",237,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",7361.95427838624
"1230",2,7.22529989513834,4.18076926600089,308,1,9,"9 Month Delay",238,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",7225.29989513834
"1231",3,7.06740670918799,3.7928452477719,308,1,9,"9 Month Delay",239,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",7067.40670918799
"1232",4,6.25127068252637,2.56027316466742,308,1,9,"9 Month Delay",240,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6251.27068252637
"1233",1,7.51757868229774,4.34152630698933,309,1,9,"9 Month Delay",241,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",7517.57868229774
"1234",2,7.35156397611707,4.17277656288228,309,1,9,"9 Month Delay",242,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",7351.56397611707
"1235",3,7.20238523815178,3.78251130796518,309,1,9,"9 Month Delay",243,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",7202.38523815178
"1236",4,6.30293567410975,2.58711406894138,309,1,9,"9 Month Delay",244,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6302.93567410975
"1237",1,7.74029324565989,4.44957996594926,310,1,9,"9 Month Delay",245,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",7740.29324565989
"1238",2,7.53961744004958,4.25355900096627,310,1,9,"9 Month Delay",246,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",7539.61744004958
"1239",3,7.38574997625812,3.8677033201898,310,1,9,"9 Month Delay",247,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",7385.74997625812
"1240",4,6.38419195491008,2.65776175115789,310,1,9,"9 Month Delay",248,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6384.19195491008
"1241",1,4,0,311,1,12,"12 Month Delay",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4000
"1242",2,4.025,0,311,1,12,"12 Month Delay",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4025
"1243",3,4.25,0,311,1,12,"12 Month Delay",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4250
"1244",4,5,0,311,1,12,"12 Month Delay",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5000
"1245",1,4.13890541562943,0.922658873965468,312,1,12,"12 Month Delay",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4138.90541562943
"1246",2,4.16514545962498,0.89555217810762,312,1,12,"12 Month Delay",6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4165.14545962498
"1247",3,4.39086101801557,0.861091016535531,312,1,12,"12 Month Delay",7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4390.86101801557
"1248",4,5.0523079462341,0.5215442728308,312,1,12,"12 Month Delay",8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5052.3079462341
"1249",1,4.30369843974604,1.3694037098582,313,1,12,"12 Month Delay",9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4303.69843974604
"1250",2,4.29451708460785,1.22148554866377,313,1,12,"12 Month Delay",10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4294.51708460785
"1251",3,4.51715284529516,1.15576794902885,313,1,12,"12 Month Delay",11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4517.15284529516
"1252",4,5.1071599041071,0.753141968254095,313,1,12,"12 Month Delay",12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5107.1599041071
"1253",1,4.46002658220603,1.64959618828988,314,1,12,"12 Month Delay",13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4460.02658220603
"1254",2,4.44192205357642,1.51125497550042,314,1,12,"12 Month Delay",14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4441.92205357642
"1255",3,4.67672656040943,1.46937877015951,314,1,12,"12 Month Delay",15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4676.72656040943
"1256",4,5.16860678302015,0.93700386530408,314,1,12,"12 Month Delay",16,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5168.60678302015
"1257",1,4.60963577097743,1.84844323357069,315,1,12,"12 Month Delay",17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4609.63577097743
"1258",2,4.58068590246966,1.705968300641,315,1,12,"12 Month Delay",18,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4580.68590246966
"1259",3,4.81736453032908,1.66484918146658,315,1,12,"12 Month Delay",19,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4817.36453032908
