"","armortype","ENPC","SD","Run","flexible","Delay","Scenario","group","bin","M","EE","uncert","designcost","armor2per","armor3per","LSCOOption","CRLCOOption","MESCDOption","TotalProb","Armor","LSCOOptionText","CRLCOOptionText","MESCDOptionText","TENPC","select","tag"
"94",1,4.46381098588265,1.5983223128103,202,1,6,"6 Month Delay",61,16,100,0.25,1,1,0.25,0.5,0.1,0.4,0.5,1,"Standard","LSCO =  0.1","CRLCO =  0.4","MESCD =  0.5",4463.81098588265,"min","LSCO =  0.1   CRLCO =  0.4   MESCD =  0.5"
"95",1,4.46381098588265,1.5983223128103,264,1,9,"9 Month Delay",61,16,100,0.25,1,1,0.25,0.5,0.1,0.4,0.5,1,"Standard","LSCO =  0.1","CRLCO =  0.4","MESCD =  0.5",4463.81098588265,"min","LSCO =  0.1   CRLCO =  0.4   MESCD =  0.5"
"96",1,4.46381098588265,1.5983223128103,326,1,12,"12 Month Delay",61,16,100,0.25,1,1,0.25,0.5,0.1,0.4,0.5,1,"Standard","LSCO =  0.1","CRLCO =  0.4","MESCD =  0.5",4463.81098588265,"min","LSCO =  0.1   CRLCO =  0.4   MESCD =  0.5"
"97",1,4.71281942633826,2.04460816858638,17,0,0,"Uncertainty",65,17,100,0.25,1,1,0.25,0.5,0.1,0.5,0.4,1,"Standard","LSCO =  0.1","CRLCO =  0.5","MESCD =  0.4",4712.81942633826,"min","LSCO =  0.1   CRLCO =  0.5   MESCD =  0.4"
"98",1,4.71281942633826,2.04460816858638,79,1,0,"Flexibility",65,17,100,0.25,1,1,0.25,0.5,0.1,0.5,0.4,1,"Standard","LSCO =  0.1","CRLCO =  0.5","MESCD =  0.4",4712.81942633826,"min","LSCO =  0.1   CRLCO =  0.5   MESCD =  0.4"
"99",1,4.71281942633826,2.04460816858638,141,1,3,"3 Month Delay",65,17,100,0.25,1,1,0.25,0.5,0.1,0.5,0.4,1,"Standard","LSCO =  0.1","CRLCO =  0.5","MESCD =  0.4",4712.81942633826,"min","LSCO =  0.1   CRLCO =  0.5   MESCD =  0.4"
"100",1,4.71281942633826,2.04460816858638,203,1,6,"6 Month Delay",65,17,100,0.25,1,1,0.25,0.5,0.1,0.5,0.4,1,"Standard","LSCO =  0.1","CRLCO =  0.5","MESCD =  0.4",4712.81942633826,"min","LSCO =  0.1   CRLCO =  0.5   MESCD =  0.4"
"101",1,4.71281942633826,2.04460816858638,265,1,9,"9 Month Delay",65,17,100,0.25,1,1,0.25,0.5,0.1,0.5,0.4,1,"Standard","LSCO =  0.1","CRLCO =  0.5","MESCD =  0.4",4712.81942633826,"min","LSCO =  0.1   CRLCO =  0.5   MESCD =  0.4"
"102",1,4.71281942633826,2.04460816858638,327,1,12,"12 Month Delay",65,17,100,0.25,1,1,0.25,0.5,0.1,0.5,0.4,1,"Standard","LSCO =  0.1","CRLCO =  0.5","MESCD =  0.4",4712.81942633826,"min","LSCO =  0.1   CRLCO =  0.5   MESCD =  0.4"
"103",1,4.82896670916586,2.11039323492265,18,0,0,"Uncertainty",69,18,100,0.25,1,1,0.25,0.5,0.1,0.6,0.3,1,"Standard","LSCO =  0.1","CRLCO =  0.6","MESCD =  0.3",4828.96670916586,"min","LSCO =  0.1   CRLCO =  0.6   MESCD =  0.3"
"104",1,4.82896670916586,2.11039323492265,80,1,0,"Flexibility",69,18,100,0.25,1,1,0.25,0.5,0.1,0.6,0.3,1,"Standard","LSCO =  0.1","CRLCO =  0.6","MESCD =  0.3",4828.96670916586,"min","LSCO =  0.1   CRLCO =  0.6   MESCD =  0.3"
"105",1,4.82896670916586,2.11039323492265,142,1,3,"3 Month Delay",69,18,100,0.25,1,1,0.25,0.5,0.1,0.6,0.3,1,"Standard","LSCO =  0.1","CRLCO =  0.6","MESCD =  0.3",4828.96670916586,"min","LSCO =  0.1   CRLCO =  0.6   MESCD =  0.3"
"106",1,4.82896670916586,2.11039323492265,204,1,6,"6 Month Delay",69,18,100,0.25,1,1,0.25,0.5,0.1,0.6,0.3,1,"Standard","LSCO =  0.1","CRLCO =  0.6","MESCD =  0.3",4828.96670916586,"min","LSCO =  0.1   CRLCO =  0.6   MESCD =  0.3"
"107",1,4.82896670916586,2.11039323492265,266,1,9,"9 Month Delay",69,18,100,0.25,1,1,0.25,0.5,0.1,0.6,0.3,1,"Standard","LSCO =  0.1","CRLCO =  0.6","MESCD =  0.3",4828.96670916586,"min","LSCO =  0.1   CRLCO =  0.6   MESCD =  0.3"
"108",1,4.82896670916586,2.11039323492265,328,1,12,"12 Month Delay",69,18,100,0.25,1,1,0.25,0.5,0.1,0.6,0.3,1,"Standard","LSCO =  0.1","CRLCO =  0.6","MESCD =  0.3",4828.96670916586,"min","LSCO =  0.1   CRLCO =  0.6   MESCD =  0.3"
"109",1,4.90286058479934,2.14495632690765,19,0,0,"Uncertainty",73,19,100,0.25,1,1,0.25,0.5,0.1,0.7,0.2,1,"Standard","LSCO =  0.1","CRLCO =  0.7","MESCD =  0.2",4902.86058479934,"min","LSCO =  0.1   CRLCO =  0.7   MESCD =  0.2"
"110",1,4.90286058479934,2.14495632690765,81,1,0,"Flexibility",73,19,100,0.25,1,1,0.25,0.5,0.1,0.7,0.2,1,"Standard","LSCO =  0.1","CRLCO =  0.7","MESCD =  0.2",4902.86058479934,"min","LSCO =  0.1   CRLCO =  0.7   MESCD =  0.2"
"111",1,4.90286058479934,2.14495632690765,143,1,3,"3 Month Delay",73,19,100,0.25,1,1,0.25,0.5,0.1,0.7,0.2,1,"Standard","LSCO =  0.1","CRLCO =  0.7","MESCD =  0.2",4902.86058479934,"min","LSCO =  0.1   CRLCO =  0.7   MESCD =  0.2"
"112",1,4.90286058479934,2.14495632690765,205,1,6,"6 Month Delay",73,19,100,0.25,1,1,0.25,0.5,0.1,0.7,0.2,1,"Standard","LSCO =  0.1","CRLCO =  0.7","MESCD =  0.2",4902.86058479934,"min","LSCO =  0.1   CRLCO =  0.7   MESCD =  0.2"
"113",1,4.90286058479934,2.14495632690765,267,1,9,"9 Month Delay",73,19,100,0.25,1,1,0.25,0.5,0.1,0.7,0.2,1,"Standard","LSCO =  0.1","CRLCO =  0.7","MESCD =  0.2",4902.86058479934,"min","LSCO =  0.1   CRLCO =  0.7   MESCD =  0.2"
"114",1,4.90286058479934,2.14495632690765,329,1,12,"12 Month Delay",73,19,100,0.25,1,1,0.25,0.5,0.1,0.7,0.2,1,"Standard","LSCO =  0.1","CRLCO =  0.7","MESCD =  0.2",4902.86058479934,"min","LSCO =  0.1   CRLCO =  0.7   MESCD =  0.2"
"115",1,5.01900893038183,2.19763455615831,20,0,0,"Uncertainty",77,20,100,0.25,1,1,0.25,0.5,0.1,0.8,0.1,1,"Standard","LSCO =  0.1","CRLCO =  0.8","MESCD =  0.1",5019.00893038183,"min","LSCO =  0.1   CRLCO =  0.8   MESCD =  0.1"
"116",1,5.01900893038183,2.19763455615831,82,1,0,"Flexibility",77,20,100,0.25,1,1,0.25,0.5,0.1,0.8,0.1,1,"Standard","LSCO =  0.1","CRLCO =  0.8","MESCD =  0.1",5019.00893038183,"min","LSCO =  0.1   CRLCO =  0.8   MESCD =  0.1"
"117",1,5.01900893038183,2.19763455615831,144,1,3,"3 Month Delay",77,20,100,0.25,1,1,0.25,0.5,0.1,0.8,0.1,1,"Standard","LSCO =  0.1","CRLCO =  0.8","MESCD =  0.1",5019.00893038183,"min","LSCO =  0.1   CRLCO =  0.8   MESCD =  0.1"
"118",1,5.01900893038183,2.19763455615831,206,1,6,"6 Month Delay",77,20,100,0.25,1,1,0.25,0.5,0.1,0.8,0.1,1,"Standard","LSCO =  0.1","CRLCO =  0.8","MESCD =  0.1",5019.00893038183,"min","LSCO =  0.1   CRLCO =  0.8   MESCD =  0.1"
"119",1,5.01900893038183,2.19763455615831,268,1,9,"9 Month Delay",77,20,100,0.25,1,1,0.25,0.5,0.1,0.8,0.1,1,"Standard","LSCO =  0.1","CRLCO =  0.8","MESCD =  0.1",5019.00893038183,"min","LSCO =  0.1   CRLCO =  0.8   MESCD =  0.1"
"120",1,5.01900893038183,2.19763455615831,330,1,12,"12 Month Delay",77,20,100,0.25,1,1,0.25,0.5,0.1,0.8,0.1,1,"Standard","LSCO =  0.1","CRLCO =  0.8","MESCD =  0.1",5019.00893038183,"min","LSCO =  0.1   CRLCO =  0.8   MESCD =  0.1"
"121",1,5.01900893038183,2.19763455615831,21,0,0,"Uncertainty",81,21,100,0.25,1,1,0.25,0.5,0.1,0.9,0,1,"Standard","LSCO =  0.1","CRLCO =  0.9","MESCD =  0",5019.00893038183,"min","LSCO =  0.1   CRLCO =  0.9   MESCD =  0"
"122",1,5.01900893038183,2.19763455615831,83,1,0,"Flexibility",81,21,100,0.25,1,1,0.25,0.5,0.1,0.9,0,1,"Standard","LSCO =  0.1","CRLCO =  0.9","MESCD =  0",5019.00893038183,"min","LSCO =  0.1   CRLCO =  0.9   MESCD =  0"
"123",1,5.01900893038183,2.19763455615831,145,1,3,"3 Month Delay",81,21,100,0.25,1,1,0.25,0.5,0.1,0.9,0,1,"Standard","LSCO =  0.1","CRLCO =  0.9","MESCD =  0",5019.00893038183,"min","LSCO =  0.1   CRLCO =  0.9   MESCD =  0"
"124",1,5.01900893038183,2.19763455615831,207,1,6,"6 Month Delay",81,21,100,0.25,1,1,0.25,0.5,0.1,0.9,0,1,"Standard","LSCO =  0.1","CRLCO =  0.9","MESCD =  0",5019.00893038183,"min","LSCO =  0.1   CRLCO =  0.9   MESCD =  0"
"125",1,5.01900893038183,2.19763455615831,269,1,9,"9 Month Delay",81,21,100,0.25,1,1,0.25,0.5,0.1,0.9,0,1,"Standard","LSCO =  0.1","CRLCO =  0.9","MESCD =  0",5019.00893038183,"min","LSCO =  0.1   CRLCO =  0.9   MESCD =  0"
"126",1,5.01900893038183,2.19763455615831,331,1,12,"12 Month Delay",81,21,100,0.25,1,1,0.25,0.5,0.1,0.9,0,1,"Standard","LSCO =  0.1","CRLCO =  0.9","MESCD =  0",5019.00893038183,"min","LSCO =  0.1   CRLCO =  0.9   MESCD =  0"
"127",1,4.10124553596979,0.579107200014474,22,0,0,"Uncertainty",85,22,100,0.25,1,1,0.25,0.5,0.2,0,0.8,1,"Standard","LSCO =  0.2","CRLCO =  0","MESCD =  0.8",4101.24553596979,"min","LSCO =  0.2   CRLCO =  0   MESCD =  0.8"
"128",1,4.10124553596979,0.579107200014474,84,1,0,"Flexibility",85,22,100,0.25,1,1,0.25,0.5,0.2,0,0.8,1,"Standard","LSCO =  0.2","CRLCO =  0","MESCD =  0.8",4101.24553596979,"min","LSCO =  0.2   CRLCO =  0   MESCD =  0.8"
"129",1,4.10124553596979,0.579107200014474,146,1,3,"3 Month Delay",85,22,100,0.25,1,1,0.25,0.5,0.2,0,0.8,1,"Standard","LSCO =  0.2","CRLCO =  0","MESCD =  0.8",4101.24553596979,"min","LSCO =  0.2   CRLCO =  0   MESCD =  0.8"
"130",1,4.10124553596979,0.579107200014474,208,1,6,"6 Month Delay",85,22,100,0.25,1,1,0.25,0.5,0.2,0,0.8,1,"Standard","LSCO =  0.2","CRLCO =  0","MESCD =  0.8",4101.24553596979,"min","LSCO =  0.2   CRLCO =  0   MESCD =  0.8"
"131",1,4.10124553596979,0.579107200014474,270,1,9,"9 Month Delay",85,22,100,0.25,1,1,0.25,0.5,0.2,0,0.8,1,"Standard","LSCO =  0.2","CRLCO =  0","MESCD =  0.8",4101.24553596979,"min","LSCO =  0.2   CRLCO =  0   MESCD =  0.8"
"132",1,4.10124553596979,0.579107200014474,332,1,12,"12 Month Delay",85,22,100,0.25,1,1,0.25,0.5,0.2,0,0.8,1,"Standard","LSCO =  0.2","CRLCO =  0","MESCD =  0.8",4101.24553596979,"min","LSCO =  0.2   CRLCO =  0   MESCD =  0.8"
"133",1,4.28232768653511,1.33546851073327,23,0,0,"Uncertainty",89,23,100,0.25,1,1,0.25,0.5,0.2,0.1,0.7,1,"Standard","LSCO =  0.2","CRLCO =  0.1","MESCD =  0.7",4282.32768653511,"min","LSCO =  0.2   CRLCO =  0.1   MESCD =  0.7"
"134",1,4.28232768653511,1.33546851073327,85,1,0,"Flexibility",89,23,100,0.25,1,1,0.25,0.5,0.2,0.1,0.7,1,"Standard","LSCO =  0.2","CRLCO =  0.1","MESCD =  0.7",4282.32768653511,"min","LSCO =  0.2   CRLCO =  0.1   MESCD =  0.7"
"135",1,4.28232768653511,1.33546851073327,147,1,3,"3 Month Delay",89,23,100,0.25,1,1,0.25,0.5,0.2,0.1,0.7,1,"Standard","LSCO =  0.2","CRLCO =  0.1","MESCD =  0.7",4282.32768653511,"min","LSCO =  0.2   CRLCO =  0.1   MESCD =  0.7"
"136",1,4.28232768653511,1.33546851073327,209,1,6,"6 Month Delay",89,23,100,0.25,1,1,0.25,0.5,0.2,0.1,0.7,1,"Standard","LSCO =  0.2","CRLCO =  0.1","MESCD =  0.7",4282.32768653511,"min","LSCO =  0.2   CRLCO =  0.1   MESCD =  0.7"
"137",1,4.28232768653511,1.33546851073327,271,1,9,"9 Month Delay",89,23,100,0.25,1,1,0.25,0.5,0.2,0.1,0.7,1,"Standard","LSCO =  0.2","CRLCO =  0.1","MESCD =  0.7",4282.32768653511,"min","LSCO =  0.2   CRLCO =  0.1   MESCD =  0.7"
"138",1,4.28232768653511,1.33546851073327,333,1,12,"12 Month Delay",89,23,100,0.25,1,1,0.25,0.5,0.2,0.1,0.7,1,"Standard","LSCO =  0.2","CRLCO =  0.1","MESCD =  0.7",4282.32768653511,"min","LSCO =  0.2   CRLCO =  0.1   MESCD =  0.7"
"139",1,4.4284313215306,1.49012249144079,24,0,0,"Uncertainty",93,24,100,0.25,1,1,0.25,0.5,0.2,0.2,0.6,1,"Standard","LSCO =  0.2","CRLCO =  0.2","MESCD =  0.6",4428.4313215306,"min","LSCO =  0.2   CRLCO =  0.2   MESCD =  0.6"
"140",1,4.4284313215306,1.49012249144079,86,1,0,"Flexibility",93,24,100,0.25,1,1,0.25,0.5,0.2,0.2,0.6,1,"Standard","LSCO =  0.2","CRLCO =  0.2","MESCD =  0.6",4428.4313215306,"min","LSCO =  0.2   CRLCO =  0.2   MESCD =  0.6"
"141",1,4.4284313215306,1.49012249144079,148,1,3,"3 Month Delay",93,24,100,0.25,1,1,0.25,0.5,0.2,0.2,0.6,1,"Standard","LSCO =  0.2","CRLCO =  0.2","MESCD =  0.6",4428.4313215306,"min","LSCO =  0.2   CRLCO =  0.2   MESCD =  0.6"
"142",1,4.4284313215306,1.49012249144079,210,1,6,"6 Month Delay",93,24,100,0.25,1,1,0.25,0.5,0.2,0.2,0.6,1,"Standard","LSCO =  0.2","CRLCO =  0.2","MESCD =  0.6",4428.4313215306,"min","LSCO =  0.2   CRLCO =  0.2   MESCD =  0.6"
"143",1,4.4284313215306,1.49012249144079,272,1,9,"9 Month Delay",93,24,100,0.25,1,1,0.25,0.5,0.2,0.2,0.6,1,"Standard","LSCO =  0.2","CRLCO =  0.2","MESCD =  0.6",4428.4313215306,"min","LSCO =  0.2   CRLCO =  0.2   MESCD =  0.6"
"144",1,4.4284313215306,1.49012249144079,334,1,12,"12 Month Delay",93,24,100,0.25,1,1,0.25,0.5,0.2,0.2,0.6,1,"Standard","LSCO =  0.2","CRLCO =  0.2","MESCD =  0.6",4428.4313215306,"min","LSCO =  0.2   CRLCO =  0.2   MESCD =  0.6"
"145",1,4.53234244916663,1.65024060746884,25,0,0,"Uncertainty",97,25,100,0.25,1,1,0.25,0.5,0.2,0.3,0.5,1,"Standard","LSCO =  0.2","CRLCO =  0.3","MESCD =  0.5",4532.34244916663,"min","LSCO =  0.2   CRLCO =  0.3   MESCD =  0.5"
"146",1,4.53234244916663,1.65024060746884,87,1,0,"Flexibility",97,25,100,0.25,1,1,0.25,0.5,0.2,0.3,0.5,1,"Standard","LSCO =  0.2","CRLCO =  0.3","MESCD =  0.5",4532.34244916663,"min","LSCO =  0.2   CRLCO =  0.3   MESCD =  0.5"
"147",1,4.53234244916663,1.65024060746884,149,1,3,"3 Month Delay",97,25,100,0.25,1,1,0.25,0.5,0.2,0.3,0.5,1,"Standard","LSCO =  0.2","CRLCO =  0.3","MESCD =  0.5",4532.34244916663,"min","LSCO =  0.2   CRLCO =  0.3   MESCD =  0.5"
"148",1,4.53234244916663,1.65024060746884,211,1,6,"6 Month Delay",97,25,100,0.25,1,1,0.25,0.5,0.2,0.3,0.5,1,"Standard","LSCO =  0.2","CRLCO =  0.3","MESCD =  0.5",4532.34244916663,"min","LSCO =  0.2   CRLCO =  0.3   MESCD =  0.5"
"149",1,4.53234244916663,1.65024060746884,273,1,9,"9 Month Delay",97,25,100,0.25,1,1,0.25,0.5,0.2,0.3,0.5,1,"Standard","LSCO =  0.2","CRLCO =  0.3","MESCD =  0.5",4532.34244916663,"min","LSCO =  0.2   CRLCO =  0.3   MESCD =  0.5"
"150",1,4.53234244916663,1.65024060746884,335,1,12,"12 Month Delay",97,25,100,0.25,1,1,0.25,0.5,0.2,0.3,0.5,1,"Standard","LSCO =  0.2","CRLCO =  0.3","MESCD =  0.5",4532.34244916663,"min","LSCO =  0.2   CRLCO =  0.3   MESCD =  0.5"
"151",1,4.78135088962223,2.07716341164099,26,0,0,"Uncertainty",101,26,100,0.25,1,1,0.25,0.5,0.2,0.4,0.4,1,"Standard","LSCO =  0.2","CRLCO =  0.4","MESCD =  0.4",4781.35088962223,"min","LSCO =  0.2   CRLCO =  0.4   MESCD =  0.4"
"152",1,4.78135088962223,2.07716341164099,88,1,0,"Flexibility",101,26,100,0.25,1,1,0.25,0.5,0.2,0.4,0.4,1,"Standard","LSCO =  0.2","CRLCO =  0.4","MESCD =  0.4",4781.35088962223,"min","LSCO =  0.2   CRLCO =  0.4   MESCD =  0.4"
"153",1,4.78135088962223,2.07716341164099,150,1,3,"3 Month Delay",101,26,100,0.25,1,1,0.25,0.5,0.2,0.4,0.4,1,"Standard","LSCO =  0.2","CRLCO =  0.4","MESCD =  0.4",4781.35088962223,"min","LSCO =  0.2   CRLCO =  0.4   MESCD =  0.4"
"154",1,4.78135088962223,2.07716341164099,212,1,6,"6 Month Delay",101,26,100,0.25,1,1,0.25,0.5,0.2,0.4,0.4,1,"Standard","LSCO =  0.2","CRLCO =  0.4","MESCD =  0.4",4781.35088962223,"min","LSCO =  0.2   CRLCO =  0.4   MESCD =  0.4"
"155",1,4.78135088962223,2.07716341164099,274,1,9,"9 Month Delay",101,26,100,0.25,1,1,0.25,0.5,0.2,0.4,0.4,1,"Standard","LSCO =  0.2","CRLCO =  0.4","MESCD =  0.4",4781.35088962223,"min","LSCO =  0.2   CRLCO =  0.4   MESCD =  0.4"
"156",1,4.78135088962223,2.07716341164099,336,1,12,"12 Month Delay",101,26,100,0.25,1,1,0.25,0.5,0.2,0.4,0.4,1,"Standard","LSCO =  0.2","CRLCO =  0.4","MESCD =  0.4",4781.35088962223,"min","LSCO =  0.2   CRLCO =  0.4   MESCD =  0.4"
"157",1,4.89749817244983,2.13819189789551,27,0,0,"Uncertainty",105,27,100,0.25,1,1,0.25,0.5,0.2,0.5,0.3,1,"Standard","LSCO =  0.2","CRLCO =  0.5","MESCD =  0.3",4897.49817244983,"min","LSCO =  0.2   CRLCO =  0.5   MESCD =  0.3"
"158",1,4.89749817244983,2.13819189789551,89,1,0,"Flexibility",105,27,100,0.25,1,1,0.25,0.5,0.2,0.5,0.3,1,"Standard","LSCO =  0.2","CRLCO =  0.5","MESCD =  0.3",4897.49817244983,"min","LSCO =  0.2   CRLCO =  0.5   MESCD =  0.3"
"159",1,4.89749817244983,2.13819189789551,151,1,3,"3 Month Delay",105,27,100,0.25,1,1,0.25,0.5,0.2,0.5,0.3,1,"Standard","LSCO =  0.2","CRLCO =  0.5","MESCD =  0.3",4897.49817244983,"min","LSCO =  0.2   CRLCO =  0.5   MESCD =  0.3"
"160",1,4.89749817244983,2.13819189789551,213,1,6,"6 Month Delay",105,27,100,0.25,1,1,0.25,0.5,0.2,0.5,0.3,1,"Standard","LSCO =  0.2","CRLCO =  0.5","MESCD =  0.3",4897.49817244983,"min","LSCO =  0.2   CRLCO =  0.5   MESCD =  0.3"
"161",1,4.89749817244983,2.13819189789551,275,1,9,"9 Month Delay",105,27,100,0.25,1,1,0.25,0.5,0.2,0.5,0.3,1,"Standard","LSCO =  0.2","CRLCO =  0.5","MESCD =  0.3",4897.49817244983,"min","LSCO =  0.2   CRLCO =  0.5   MESCD =  0.3"
"162",1,4.89749817244983,2.13819189789551,337,1,12,"12 Month Delay",105,27,100,0.25,1,1,0.25,0.5,0.2,0.5,0.3,1,"Standard","LSCO =  0.2","CRLCO =  0.5","MESCD =  0.3",4897.49817244983,"min","LSCO =  0.2   CRLCO =  0.5   MESCD =  0.3"
"163",1,4.97139204808332,2.1699567312645,28,0,0,"Uncertainty",109,28,100,0.25,1,1,0.25,0.5,0.2,0.6,0.2,1,"Standard","LSCO =  0.2","CRLCO =  0.6","MESCD =  0.2",4971.39204808332,"min","LSCO =  0.2   CRLCO =  0.6   MESCD =  0.2"
"164",1,4.97139204808332,2.1699567312645,90,1,0,"Flexibility",109,28,100,0.25,1,1,0.25,0.5,0.2,0.6,0.2,1,"Standard","LSCO =  0.2","CRLCO =  0.6","MESCD =  0.2",4971.39204808332,"min","LSCO =  0.2   CRLCO =  0.6   MESCD =  0.2"
"165",1,4.97139204808332,2.1699567312645,152,1,3,"3 Month Delay",109,28,100,0.25,1,1,0.25,0.5,0.2,0.6,0.2,1,"Standard","LSCO =  0.2","CRLCO =  0.6","MESCD =  0.2",4971.39204808332,"min","LSCO =  0.2   CRLCO =  0.6   MESCD =  0.2"
"166",1,4.97139204808332,2.1699567312645,214,1,6,"6 Month Delay",109,28,100,0.25,1,1,0.25,0.5,0.2,0.6,0.2,1,"Standard","LSCO =  0.2","CRLCO =  0.6","MESCD =  0.2",4971.39204808332,"min","LSCO =  0.2   CRLCO =  0.6   MESCD =  0.2"
"167",1,4.97139204808332,2.1699567312645,276,1,9,"9 Month Delay",109,28,100,0.25,1,1,0.25,0.5,0.2,0.6,0.2,1,"Standard","LSCO =  0.2","CRLCO =  0.6","MESCD =  0.2",4971.39204808332,"min","LSCO =  0.2   CRLCO =  0.6   MESCD =  0.2"
"168",1,4.97139204808332,2.1699567312645,338,1,12,"12 Month Delay",109,28,100,0.25,1,1,0.25,0.5,0.2,0.6,0.2,1,"Standard","LSCO =  0.2","CRLCO =  0.6","MESCD =  0.2",4971.39204808332,"min","LSCO =  0.2   CRLCO =  0.6   MESCD =  0.2"
"169",1,5.0875403936658,2.21842100988816,29,0,0,"Uncertainty",113,29,100,0.25,1,1,0.25,0.5,0.2,0.8,0,1,"Standard","LSCO =  0.2","CRLCO =  0.8","MESCD =  0",5087.5403936658,"min","LSCO =  0.2   CRLCO =  0.8   MESCD =  0"
"170",1,5.0875403936658,2.21842100988816,91,1,0,"Flexibility",113,29,100,0.25,1,1,0.25,0.5,0.2,0.8,0,1,"Standard","LSCO =  0.2","CRLCO =  0.8","MESCD =  0",5087.5403936658,"min","LSCO =  0.2   CRLCO =  0.8   MESCD =  0"
"171",1,5.0875403936658,2.21842100988816,153,1,3,"3 Month Delay",113,29,100,0.25,1,1,0.25,0.5,0.2,0.8,0,1,"Standard","LSCO =  0.2","CRLCO =  0.8","MESCD =  0",5087.5403936658,"min","LSCO =  0.2   CRLCO =  0.8   MESCD =  0"
"172",1,5.0875403936658,2.21842100988816,215,1,6,"6 Month Delay",113,29,100,0.25,1,1,0.25,0.5,0.2,0.8,0,1,"Standard","LSCO =  0.2","CRLCO =  0.8","MESCD =  0",5087.5403936658,"min","LSCO =  0.2   CRLCO =  0.8   MESCD =  0"
"173",1,5.0875403936658,2.21842100988816,277,1,9,"9 Month Delay",113,29,100,0.25,1,1,0.25,0.5,0.2,0.8,0,1,"Standard","LSCO =  0.2","CRLCO =  0.8","MESCD =  0",5087.5403936658,"min","LSCO =  0.2   CRLCO =  0.8   MESCD =  0"
"174",1,5.0875403936658,2.21842100988816,339,1,12,"12 Month Delay",113,29,100,0.25,1,1,0.25,0.5,0.2,0.8,0,1,"Standard","LSCO =  0.2","CRLCO =  0.8","MESCD =  0",5087.5403936658,"min","LSCO =  0.2   CRLCO =  0.8   MESCD =  0"
"175",1,4.46372994978238,1.86762445663537,30,0,0,"Uncertainty",117,30,100,0.25,1,1,0.25,0.5,0.3,0,0.7,1,"Standard","LSCO =  0.3","CRLCO =  0","MESCD =  0.7",4463.72994978238,"min","LSCO =  0.3   CRLCO =  0   MESCD =  0.7"
"176",1,4.46372994978238,1.86762445663537,92,1,0,"Flexibility",117,30,100,0.25,1,1,0.25,0.5,0.3,0,0.7,1,"Standard","LSCO =  0.3","CRLCO =  0","MESCD =  0.7",4463.72994978238,"min","LSCO =  0.3   CRLCO =  0   MESCD =  0.7"
"177",1,4.46372994978238,1.86762445663537,154,1,3,"3 Month Delay",117,30,100,0.25,1,1,0.25,0.5,0.3,0,0.7,1,"Standard","LSCO =  0.3","CRLCO =  0","MESCD =  0.7",4463.72994978238,"min","LSCO =  0.3   CRLCO =  0   MESCD =  0.7"
"178",1,4.46372994978238,1.86762445663537,216,1,6,"6 Month Delay",117,30,100,0.25,1,1,0.25,0.5,0.3,0,0.7,1,"Standard","LSCO =  0.3","CRLCO =  0","MESCD =  0.7",4463.72994978238,"min","LSCO =  0.3   CRLCO =  0   MESCD =  0.7"
"179",1,4.46372994978238,1.86762445663537,278,1,9,"9 Month Delay",117,30,100,0.25,1,1,0.25,0.5,0.3,0,0.7,1,"Standard","LSCO =  0.3","CRLCO =  0","MESCD =  0.7",4463.72994978238,"min","LSCO =  0.3   CRLCO =  0   MESCD =  0.7"
"180",1,4.46372994978238,1.86762445663537,340,1,12,"12 Month Delay",117,30,100,0.25,1,1,0.25,0.5,0.3,0,0.7,1,"Standard","LSCO =  0.3","CRLCO =  0","MESCD =  0.7",4463.72994978238,"min","LSCO =  0.3   CRLCO =  0   MESCD =  0.7"
"181",1,4.60983358477787,1.96760451371632,31,0,0,"Uncertainty",121,31,100,0.25,1,1,0.25,0.5,0.3,0.1,0.6,1,"Standard","LSCO =  0.3","CRLCO =  0.1","MESCD =  0.6",4609.83358477787,"min","LSCO =  0.3   CRLCO =  0.1   MESCD =  0.6"
"182",2,4.59223241732118,1.78731546259006,93,1,0,"Flexibility",122,31,100,0.25,1,1,0.25,0.5,0.3,0.1,0.6,1,"Simple","LSCO =  0.3","CRLCO =  0.1","MESCD =  0.6",4592.23241732118,"min","LSCO =  0.3   CRLCO =  0.1   MESCD =  0.6"
"183",2,4.59207967525407,1.78724150211465,155,1,3,"3 Month Delay",122,31,100,0.25,1,1,0.25,0.5,0.3,0.1,0.6,1,"Simple","LSCO =  0.3","CRLCO =  0.1","MESCD =  0.6",4592.07967525407,"min","LSCO =  0.3   CRLCO =  0.1   MESCD =  0.6"
"184",2,4.59192773228435,1.78716794518514,217,1,6,"6 Month Delay",122,31,100,0.25,1,1,0.25,0.5,0.3,0.1,0.6,1,"Simple","LSCO =  0.3","CRLCO =  0.1","MESCD =  0.6",4591.92773228435,"min","LSCO =  0.3   CRLCO =  0.1   MESCD =  0.6"
"185",2,4.59177658423139,1.78709478951903,279,1,9,"9 Month Delay",122,31,100,0.25,1,1,0.25,0.5,0.3,0.1,0.6,1,"Simple","LSCO =  0.3","CRLCO =  0.1","MESCD =  0.6",4591.77658423139,"min","LSCO =  0.3   CRLCO =  0.1   MESCD =  0.6"
"186",2,4.59162622693645,1.78702203284747,341,1,12,"12 Month Delay",122,31,100,0.25,1,1,0.25,0.5,0.3,0.1,0.6,1,"Simple","LSCO =  0.3","CRLCO =  0.1","MESCD =  0.6",4591.62622693645,"min","LSCO =  0.3   CRLCO =  0.1   MESCD =  0.6"
